ticker,K,M,S,T,r,q,ask,bid,mid,iv_ask,iv_mid,iv_bid,last_price,volume,volume_1d,open_interest,theo_iv,theo_price,parity,delta_last,gamma_last,theta_last,vega_last,delta_mid,gamma_mid,theta_mid,vega_mid,rho_mid,ival,true,ylast,days_ex,FF,x
SPX 5/16/25 C2100,2100,0.407118824020314,5158.2,0.06774150177574821,0.04549176,0.018461270000000002,3061.0,3042.89990234375,3051.949951171875,1.5470228576660199,1.25333229098874,,3620.01000976562,,,1.0,1.00434834580643,3056.60787724747,3058.2001953125,1.0,0.000354402317071192,-0.286501143278557,0.236597087141613,1.0,,,,,3020.919921875,3023.76230704831,3620.01000976562,24.7256481481481,5167.653760417378,-0.9004814226832732
SPX 5/16/25 C2200,2200,0.426505434687948,5158.2,0.06774150177574821,0.04549176,0.018461270000000002,2961.39990234375,2943.30004882812,2952.3499755859348,1.4757514953613302,1.19244513398752,,3590.8798828125,,,1.0,0.98866779333149,2956.97361028095,2958.2001953125,1.0,0.000975421763420512,-2.89280837770007,0.8640897774475,1.0,,,,,2920.919921875,2924.05947986095,3590.8798828125,24.7256481481481,5167.653760417378,-0.8539614070483804
SPX 5/16/25 C2300,2300,0.445892045355581,5158.2,0.06774150177574821,0.04549176,0.018461270000000002,2862.60009765625,2844.5,2853.550048828125,1.4621596237532402,1.1523322086560999,,,,,,0.971327850984537,2857.36533926091,2858.2001953125,,,,,1.0,,,,,2820.919921875,2824.35665267358,,24.7256481481481,5167.653760417378,-0.8095096444775466
SPX 5/16/25 C2400,2400,0.465278656023215,5158.2,0.06774150177574821,0.04549176,0.018461270000000002,2762.10009765625,2744.0,2753.050048828125,1.34543823242188,1.06614806038253,,3377.580078125,,,1.0,0.952381652849835,2757.78738716442,2758.2001953125,1.0,0.00071576918203695,-1.02133609239183,0.482012885645225,1.0,,,,,2720.919921875,2724.65382548622,3377.580078125,24.7256481481481,5167.653760417378,-0.7669500300587506
SPX 5/16/25 C2500,2500,0.484665266690849,5158.2,0.06774150177574821,0.04549176,0.018461270000000002,2663.19995117188,2644.10009765625,2653.6500244140652,1.28162673950195,1.03582099070664,,2505.76000976562,,,,0.9318989556169559,2658.24341156518,2658.2001953125,0.984242975711823,0.00104089194608574,-0.846619409133617,0.48564456428595,1.0,,,,,2620.919921875,2624.95099829886,2505.76000976562,24.7256481481481,5167.653760417378,-0.7261280355384955
SPX 5/16/25 C2600,2600,0.504051877358483,5158.2,0.06774150177574821,0.04549176,0.018461270000000002,2562.60009765625,2544.5,2553.550048828125,1.2203785705566401,,,,,,,0.9099678838568479,2558.73626323645,2558.2001953125,,,,,1.0,,,,,2520.919921875,2525.24817111149,,24.7256481481481,5167.653760417378,-0.6869073223852142
SPX 5/16/25 C2700,2700,0.523438488026117,5158.2,0.06774150177574821,0.04549176,0.018461270000000002,2463.39990234375,2445.30004882812,2454.3499755859348,1.16486122131348,,,,,,,0.886697411902599,2459.26803558184,2458.2001953125,,,,,1.0,,,,,2420.919921875,2425.54534392413,,24.7256481481481,5167.653760417378,-0.6491669944023672
SPX 5/16/25 C2800,2800,0.542825098693751,5158.2,0.06774150177574821,0.04549176,0.018461270000000002,2363.89990234375,2345.80004882812,2354.8499755859348,1.10525978088379,,,,,,,0.862220125918592,2359.84034682218,2358.2001953125,,,,,1.0,,,,,2320.919921875,2325.84251673677,,24.7256481481481,5167.653760417378,-0.6127993502314922
SPX 5/16/25 C2900,2900,0.562211709361385,5158.2,0.06774150177574821,0.04549176,0.018461270000000002,2264.39990234375,2246.30004882812,2255.3499755859348,1.05650177001953,0.699475936889648,,2374.8798828125,,,32.0,0.8366942474818331,2260.45487416109,2258.2001953125,0.991877019405365,0.00123608586364928,-0.762873900808337,0.518987525224161,0.998504340648651,0.000161321033374406,0.191393285989761,0.0431801676750183,0.0195539779961109,2220.919921875,2226.13968954941,2374.8798828125,24.7256481481481,5167.653760417378,-0.5777080304202222
SPX 5/16/25 C3000,3000,0.581598320029019,5158.2,0.06774150177574821,0.04549176,0.018461270000000002,2165.0,2146.89990234375,2155.949951171875,1.00631416320801,0.709140472412109,,2163.96997070312,35.0,100.0,419.0,0.8103033835150409,2161.11412298347,2158.2001953125,1.0,,,,0.997568964958191,0.000304280954878777,0.128241553902626,0.0825709998607635,0.0201947148889303,2120.919921875,2126.43686236204,2299.48999023438,24.7256481481481,5167.653760417378,-0.5438064787445409
SPX 5/16/25 C3050,3050,0.591291625362836,5158.2,0.06774150177574821,0.04548025,0.01846128,2115.30004882812,2097.19995117188,2106.25,0.9776096343994141,0.6770706176757809,,2726.21997070312,,,200.0,0.796846952633974,2111.46174810973,2108.2001953125,0.985804975032806,0.00231287167883428,-4.37276585117298,1.58046861089863,0.997787356376648,0.000284103327430785,0.138859674334526,0.0736124962568283,0.0205406863242388,2070.919921875,2076.58544370914,2726.21997070312,24.7256481481481,5167.649727674457,-0.5272763964112301
SPX 5/16/25 C3100,3100,0.600984930696653,5158.2,0.06774150177574821,0.04548025,0.01846128,2066.69995117188,2047.5,2057.0999755859402,0.958662450700002,0.736556701660156,,2048.0,,,5.0,0.783252232074541,2061.82235574521,2058.2001953125,0.980382978916168,0.00189220072200817,-1.04191626521595,0.705475112454449,0.995265781879425,0.000609088747296482,-0.00774443661794066,0.171675100922585,0.0207840204238892,2020.919921875,2026.7340299768,2048.0,24.7256481481481,5167.649727674457,-0.5110158755394497
SPX 5/16/25 C3150,3150,0.61067823603047,5158.2,0.06774150177574821,0.04548025,0.01846128,2016.60009765625,1997.80004882812,2007.200073242185,0.9287965393066411,0.712652816772461,,,,,,0.769546496575927,2012.19691923783,2008.2001953125,,,,,0.99526035785675,0.000630252994596958,-0.0059089264832437,0.171875298023224,0.0211218595504761,1970.919921875,1976.88261624445,,24.7256481481481,5167.649727674457,-0.4950155341930086
SPX 5/16/25 C3200,3200,0.620371541364287,5158.2,0.06774150177574821,0.04548025,0.01846128,1967.19995117188,1949.10009765625,1958.150024414065,0.90906093107468,0.680629806518555,,2247.97998046875,,,1.0,0.755756782487054,1962.58662060005,1958.2001953125,0.990795016288757,0.00143692487073797,-0.724210003186652,0.553874650000237,0.99562931060791,0.000607110385317355,0.0160784143954515,0.158154964447021,0.0214737113565207,1920.919921875,1927.0312025121,2247.97998046875,24.7256481481481,5167.649727674457,-0.4792671772248694
SPX 5/16/25 C3250,3250,0.630064846698104,5158.2,0.06774150177574821,0.04548025,0.01846128,1917.40014648438,1898.60009765625,1908.000122070315,0.88437370300293,0.684666442871094,,,,,,0.74190926709539,1912.99290791569,1908.2001953125,,,,,0.994362413883209,0.000781338254455477,-0.049362663179636,0.204719603061676,0.0217642094939947,1870.919921875,1877.17978877975,,24.7256481481481,5167.649727674457,-0.46376299068890425
SPX 5/16/25 C3300,3300,0.639758152031921,5158.2,0.06774150177574821,0.04548025,0.01846128,1867.09985351562,1849.0,1858.04992675781,0.865959014892578,0.6706975555419921,,2505.26000976562,,,1.0,0.72802859225439,1863.41752632964,1858.2001953125,0.989044010639191,0.00193854511116097,-1.79353150620431,0.968449618014621,0.993843734264374,0.00087009504204616,-0.0725516080856323,0.223312973976135,0.0220828521996737,1820.919921875,1827.32837504741,2505.26000976562,24.7256481481481,5167.649727674457,-0.44849551855811576
SPX 5/16/25 C3350,3350,0.6494514573657381,5158.2,0.06774150177574821,0.04548025,0.01846128,1817.5,1799.39990234375,1808.449951171875,0.8408251953125,0.65060676574707,,,,,,0.7141371630724861,1813.86243025039,1808.2001953125,,,,,0.993654847145081,0.00092393666272983,-0.0777816027402878,0.230039328336716,0.0224139094352722,1770.919921875,1777.47696131506,,24.7256481481481,5167.649727674457,-0.4334576411935752
SPX 5/16/25 C3400,3400,0.659144762699555,5158.2,0.06774150177574821,0.04548025,0.01846128,1768.0,1749.89990234375,1758.949951171875,0.823320693969727,0.653020477294922,,2551.1298828125,,,2.0,0.700254459218695,1764.3298859912,1758.2001953125,0.989147007465363,0.0027988006719478,-4.29649444659432,1.74682274798569,0.99195659160614,0.00115699099842459,-0.155348032712936,0.289119482040405,0.0226883497089148,1720.919921875,1727.62554758271,2551.1298828125,24.7256481481481,5167.649727674457,-0.41864255540843454
SPX 5/16/25 C3450,3450,0.668838068033372,5158.2,0.06774150177574821,0.04548025,0.01846128,1719.40002441406,1701.30004882812,1710.35003662109,0.801474565538577,0.64021355846128,,1762.09997558594,,,12.0,0.686396401051278,1714.82239671313,1708.2001953125,1.0,,,,0.991082310676575,0.0012992809060961,-0.189394533634186,0.318804830312729,0.0229937545955181,1670.919921875,1677.77413385036,1762.09997558594,24.7256481481481,5167.649727674457,-0.404043755987282
SPX 5/16/25 C3500,3500,0.678531373367189,5158.2,0.06774150177574821,0.04548025,0.01846128,1669.90002441406,1651.80004882812,1660.85003662109,0.7808987741219601,0.63000330729262,,2308.40991210938,,,1.0,0.6725748150138671,1665.34275709004,1658.2001953125,0.985861003398895,0.0024079916946238,-1.96425001212968,1.1176135434851,0.989934384822845,0.00147847668267787,-0.233237594366074,0.356998801231384,0.0232890099287033,1620.919921875,1627.92272011802,2308.40991210938,24.7256481481481,5167.649727674457,-0.3896550185351823
SPX 5/16/25 C3525,3525,0.683378026034098,5158.2,0.06774150177574821,0.04548025,0.01846128,1645.19995117188,1627.09997558594,1636.14996337891,0.796785286786506,0.650643553345887,,,,,,0.665680175586339,1640.61427179936,1633.2001953125,,,,,0.991787910461426,0.00129013264086097,-0.145523965358734,0.295003622770309,0.0235296934843063,1595.919921875,1602.99701325184,,24.7256481481481,5167.649727674457,-0.3825375507663184
SPX 5/16/25 C3550,3550,0.688224678701006,5158.2,0.06774150177574821,0.04548025,0.01846128,1620.40002441406,1602.30004882812,1611.35003662109,0.756841434039788,0.613044509887695,,,,,,0.6587970430389489,1615.89389841577,1608.2001953125,,,,,0.989380300045013,0.00159893126692623,-0.247475445270538,0.375186383724213,0.0236066952347755,1570.919921875,1578.07130638567,,24.7256481481481,5167.649727674457,-0.37547038354322587
SPX 5/16/25 C3575,3575,0.6930713313679151,5158.2,0.06774150177574821,0.04548025,0.01846128,1594.80004882812,1576.69995117188,1585.75,0.7515907287597661,0.61653392791748,,,,,,0.651925601101913,1591.18199476564,1583.2001953125,,,,,0.987801194190979,0.00180566555354744,-0.310450255870819,0.426005125045776,0.0237167086452246,1545.919921875,1553.1455995195,,24.7256481481481,5167.649727674457,-0.3684528108845794
SPX 5/16/25 C3600,3600,0.6979179840348231,5158.2,0.06774150177574821,0.04548025,0.01846128,1571.0,1552.80004882812,1561.90002441406,0.760281431239446,0.608309364318848,,,,,,0.6450657403543499,1566.47898253435,1558.2001953125,,,,,0.987418532371521,0.00188231328502297,-0.320333987474442,0.438248693943024,0.0238715782761574,1520.919921875,1528.21989265332,,24.7256481481481,5167.649727674457,-0.3614841415684859
SPX 5/16/25 C3625,3625,0.702764636701732,5158.2,0.06774150177574821,0.04548025,0.01846128,1546.30004882812,1528.19995117188,1537.25,0.731104018185147,0.603418546423771,,1583.09997558594,,,10.0,0.638217065418466,1541.78527764475,1533.2001953125,0.884248018264771,0.00591207044538547,-6.17042725803586,2.77793791861933,0.986540675163269,0.00201518856920302,-0.350380212068558,0.465898633003235,0.0240079276263714,1495.919921875,1503.29418578715,1583.09997558594,24.7256481481481,5167.649727674457,-0.3545636987239122
SPX 5/16/25 C3650,3650,0.7076112893686399,5158.2,0.06774150177574821,0.04548025,0.01846128,1521.59997558594,1503.5,1512.5499877929701,0.7443553552554999,0.598376638866288,,,,,,0.631378906967743,1517.10130309034,1508.2001953125,,,,,0.985773265361786,0.00213866517879069,-0.37458324432373,0.489803224802017,0.0241484735161066,1470.919921875,1478.36847892097,,24.7256481481481,5167.649727674457,-0.3476908194361502
SPX 5/16/25 C3675,3675,0.7124579420355489,5158.2,0.06774150177574821,0.04548025,0.01846128,1496.0,1477.89990234375,1486.949951171875,0.710014266967773,0.589227561950684,,,,,,0.624550339001551,1492.42747243732,1483.2001953125,,,,,0.985361993312836,0.00222823838703334,-0.382854968309402,0.502442061901093,0.0243025626987219,1445.919921875,1453.4427720548,,24.7256481481481,5167.649727674457,-0.34086485436575026
SPX 5/16/25 C3700,3700,0.717304594702457,5158.2,0.06774150177574821,0.04548025,0.01846128,1472.40014648438,1458.80004882812,1465.60009765625,0.7061894989013671,0.629357414245605,0.454490699768066,1549.90002441406,,,10.0,0.617730201874212,1467.76426896165,1458.2001953125,0.934397995471954,0.00536022522107714,-3.21123400984966,1.95234944588443,0.978110373020172,0.0029766159132123,-0.671254098415375,0.716946721076965,0.0241968184709549,1420.919921875,1428.51706518863,1549.90002441406,24.7256481481481,5167.649727674457,-0.33408516738037153
SPX 5/16/25 C3725,3725,0.722151247369366,5158.2,0.06774150177574821,0.04548025,0.01846128,1442.30004882812,1433.09985351562,1437.69995117187,0.639367637634277,0.570757484436035,0.335957374572754,1564.09997558594,,,1.0,0.610917131596977,1443.11208721069,1433.2001953125,0.958782017230988,0.00443228753730364,-1.94171593574659,1.41185335435669,0.98462051153183,0.00240454287268221,-0.395140469074249,0.525231659412384,0.0246129427105188,1395.919921875,1403.59135832245,1564.09997558594,24.7256481481481,5167.649727674457,-0.32735113519902753
SPX 5/16/25 C3750,3750,0.726997900036274,5158.2,0.06774150177574821,0.04548025,0.01846128,1421.90014648438,1409.5,1415.70007324219,0.676089096069336,0.6067925262451169,0.470111770629883,,,,,0.604109595948496,1418.47139279083,1408.2001953125,,,,,0.977488815784454,0.00316326506435871,-0.666628062725067,0.734585881233215,0.0245131384581327,1370.919921875,1378.66565145628,,24.7256481481481,5167.649727674457,-0.3206621470482308
SPX 5/16/25 C3775,3775,0.7318445527031829,5158.2,0.06774150177574821,0.04548025,0.01846128,1393.0,1383.80004882812,1388.40002441406,0.6233765792846679,0.5600819396972659,0.409676704406738,,,,,0.597305937922478,1393.84262752204,1383.2001953125,,,,,0.982695043087006,0.00272160605527461,-0.450232028961182,0.583369374275208,0.0248797293752432,1345.919921875,1353.73994459011,,24.7256481481481,5167.649727674457,-0.3140176043295623
SPX 5/16/25 C3800,3800,0.736691205370091,5158.2,0.06774150177574821,0.04548025,0.01846128,1367.30004882812,1360.39990234375,1363.849975585935,0.603211936950684,0.5559735488891601,0.480912094116211,1655.06005859375,,,11.0,0.5905044269983241,1369.22631588969,1358.2001953125,0.99050897359848,0.00210143710675709,-0.438651898266861,0.535765265700032,0.981453895568848,0.00291466992348433,-0.486220479011536,0.620169281959534,0.0250027347356081,1320.919921875,1328.81423772393,1655.06005859375,24.7256481481481,5167.649727674457,-0.30741692029821016
SPX 5/16/25 C3825,3825,0.741537858037,5158.2,0.06774150177574821,0.04548025,0.01846128,1343.69995117188,1334.5,1339.09997558594,0.607027549743652,0.548329277038574,0.432891616821289,,,,,0.583703318628298,1344.62289506501,1333.2001953125,,,,,0.980702042579651,0.00306039862334728,-0.77885115146637,0.642223477363586,0.0251441858708858,1295.919921875,1303.88853085776,,24.7256481481481,5167.649727674457,-0.3008595197520511
SPX 5/16/25 C3850,3850,0.746384510703908,5158.2,0.06774150177574821,0.04548025,0.01846128,1318.0,1311.19995117188,1314.59997558594,0.587419509887695,0.544387855529785,0.480797882080078,1815.53002929688,,,1.0,0.576900922179868,1320.0328962077,1308.2001953125,0.987583994865417,0.00348132514988539,-1.67919674745886,1.22163240685033,0.979290425777435,0.00327906222082675,-0.812337815761566,0.683163821697235,0.0252608954906464,1270.919921875,1278.96282399159,1815.53002929688,24.7256481481481,5167.649727674457,-0.2943448387308575
SPX 5/16/25 C3875,3875,0.751231163370817,5158.2,0.06774150177574821,0.04548025,0.01846128,1294.40014648438,1285.30004882812,1289.85009765625,0.590353584289551,0.536529922485352,0.443003387451172,,,,,0.570095677341767,1295.4568659031,1283.2001953125,,,,,0.978480219841003,0.00344025483354926,-0.822734355926514,0.706400990486145,0.0254002772271633,1245.919921875,1254.03711712541,,24.7256481481481,5167.649727674457,-0.28787232422523995
SPX 5/16/25 C3900,3900,0.756077816037725,5158.2,0.06774150177574821,0.04548025,0.01846128,1275.40014648438,1261.69995117188,1268.55004882813,0.631045570373535,0.569718246459961,0.47031856536865196,2265.7099609375,,,20.0,0.563286238686836,1270.895395016,1258.2001953125,0.990603029727936,0.00292517329316317,-2.25484848346852,1.34811204373899,0.969612121582031,0.00435639405623078,-0.858625173568726,0.949847817420959,0.025235153734684,1220.919921875,1229.11141025924,2265.7099609375,24.7256481481481,5167.649727674457,-0.2814414338949496
SPX 5/16/25 C3925,3925,0.760924468704634,5158.2,0.06774150177574821,0.04548025,0.01846128,1245.19995117188,1236.09985351562,1240.64990234375,0.574368438720703,0.5244884872436519,0.444629135131836,,,,,0.556471567677724,1246.34913304179,1233.2001953125,,,,,0.976039350032806,0.00386258470825851,-0.868162333965302,0.775319576263428,0.0256484057754278,1195.919921875,1204.18570339306,,24.7256481481481,5167.649727674457,-0.2750516357961786
SPX 5/16/25 C3950,3950,0.765771121371542,5158.2,0.06774150177574821,0.04548025,0.01846128,1225.0,1212.60009765625,1218.800048828125,0.610343437194824,0.558243598937988,0.483520660400391,,,,,0.549651030901863,1221.81878522194,1208.2001953125,,,,,0.966109156608582,0.00487373350188136,-0.937833547592163,1.04104292392731,0.0254434961825609,1170.919921875,1179.25999652689,,24.7256481481481,5167.649727674457,-0.2687024081175198
SPX 5/16/25 C3975,3975,0.770617774038451,5158.2,0.06774150177574821,0.04548025,0.01846128,1196.10009765625,1187.0,1191.550048828125,0.5588292312622071,0.512772903442383,0.44370979309082004,,,,,0.542824502736676,1197.30523677204,1183.2001953125,,,,,0.973237156867981,0.00434452388435602,-0.919000506401062,0.852577805519104,0.0258832592517138,1145.919921875,1154.33428966072,,24.7256481481481,5167.649727674457,-0.2623932389242551
SPX 5/16/25 C4000,4000,0.775464426705359,5158.2,0.06774150177574821,0.04548025,0.01846128,1168.19995117188,1165.40014648438,1166.80004882813,0.5267287826538091,0.5122844696044919,0.49639499664306597,1188.69995117188,29.0,272.0,20974.0,0.53599246998976,1172.80937245011,1158.2001953125,0.967783153057098,0.00509409391937093,-1.1679411117983,1.0613364989855,0.970064103603363,0.0047657391987741,-0.999197542667389,0.937875211238861,0.0259341206401587,1120.919921875,1129.40858279454,1296.80004882812,24.7256481481481,5167.649727674457,-0.25612362591065974
SPX 5/16/25 C4025,4025,0.7803110793722681,5158.2,0.06774150177574821,0.04548025,0.01846128,1147.10009765625,1137.89990234375,1142.5,0.5437319564819341,0.5007085418701169,0.43928524017334,1057.59997558594,,,16.0,0.529156135358105,1148.33231172277,1133.2001953125,0.910678029060364,0.00925437237791176,-2.90945296303348,2.38695256981628,0.97017228603363,0.00487933773547411,-0.970793843269348,0.935002207756042,0.026108592748642,1095.919921875,1104.48287592837,1057.59997558594,24.7256481481481,5167.649727674457,-0.2498930761600236
SPX 5/16/25 C4050,4050,0.785157732039176,5158.2,0.06774150177574821,0.04548025,0.01846128,1121.5,1114.69995117188,1118.09997558594,0.526978454589844,0.495604133605957,0.45605037689209,1888.90002441406,,,1.0,0.522317515842879,1123.8753395193,1108.2001953125,0.963402986526489,0.00530670891347595,-5.67530289867144,2.71523448044712,0.968275308609009,0.00519326934590936,-1.00504219532013,0.985014259815216,0.0262077003717422,1070.919921875,1079.5571690622,1888.90002441406,24.7256481481481,5167.649727674457,-0.24370110591210256
SPX 5/16/25 C4075,4075,0.790004384706085,5158.2,0.06774150177574821,0.04548025,0.01846128,1103.0,1089.19995117188,1096.09997558594,0.563096694946289,0.511857833862305,0.43815380096435497,1260.69995117188,,,11.0,0.515479531592557,1099.43994150585,1083.2001953125,0.9670450091362,0.00529800910138373,-1.16958740698058,1.22080015464242,0.960665464401245,0.00601723976433277,-1.21445167064667,1.17872750759125,0.0260912384837866,1045.919921875,1054.63146219602,1260.69995117188,24.7256481481481,5167.649727674457,-0.23754724033772423
SPX 5/16/25 C4100,4100,0.794851037372993,5158.2,0.06774150177574821,0.04548025,0.01846128,1078.5,1065.60009765625,1072.050048828125,0.560033988952637,0.515496101379395,0.456903839111328,972.619995117188,,,6.0,0.508646080090016,1075.02796082364,1058.2001953125,0.883319020271301,0.0107472102663696,-3.35498096327598,2.74519380229837,0.955692291259766,0.00658933632075787,-1.33485770225525,1.29972100257874,0.026074230670929,1020.919921875,1029.70575532985,972.619995117188,24.7256481481481,5167.649727674457,-0.23143101332028818
SPX 5/16/25 C4125,4125,0.799697690039902,5158.2,0.06774150177574821,0.04548025,0.01846128,1054.10009765625,1040.30004882812,1047.200073242185,0.545623397827148,0.49759246826171905,0.43117500305175804,955.309997558594,,,30.0,0.501822090222334,1050.6413887041,1033.2001953125,0.88517302274704,0.00847594851833845,-1.55487049792069,1.59443215444832,0.956893503665924,0.00667452439665794,-1.26329028606415,1.27104485034943,0.0262908898293972,995.919921875,1004.78004846368,955.309997558594,24.7256481481481,5167.649727674457,-0.22535196724390605
SPX 5/16/25 C4150,4150,0.8045443427068101,5158.2,0.06774150177574821,0.04548025,0.01846128,1023.80004882812,1017.0,1020.40002441406,0.49799270629882797,0.47141716003418,0.439633560180664,1225.0,,,78.0,0.495013550656961,1026.28276293048,1008.2001953125,0.89675098657608,0.00840743514322077,-3.68838913866627,2.62692987555497,0.960497975349426,0.0065564252436161,-1.12294149398804,1.1828761100769,0.0265981927514076,970.919921875,979.854341597502,1225.0,24.7256481481481,5167.649727674457,-0.21930965278794334
SPX 5/16/25 C4175,4175,0.8093909953737191,5158.2,0.06774150177574821,0.04548025,0.01846128,1000.40014648438,991.39990234375,995.900024414065,0.497516288757324,0.464159698486328,0.422230606079102,1718.72998046875,,,1.0,0.488227507177121,1001.95483641717,983.2001953125,0.957063019275665,0.00562890619614129,-3.95430676266779,2.34493926962011,0.958617448806763,0.00691935420036316,-1.14426052570343,1.22913551330566,0.0266985651105642,945.919921875,954.928634731328,1718.72998046875,24.7256481481481,5167.649727674457,-0.2133036287277315
SPX 5/16/25 C4190,4190,0.812298986973864,5158.2,0.06774150177574821,0.04548025,0.01846128,985.800048828125,976.7998046875,981.2999267578125,0.49303459167480496,0.46054561614990197,0.420040626525879,1132.47998046875,,,3.0,0.48416999370345004,987.374235920101,968.2001953125,0.799461226352023,0.00959533403188608,-7.5578586292119,3.90930507923895,0.957206785678864,0.00716841500252485,-1.16376602649689,1.26346302032471,0.0267482399940491,930.919921875,939.973210611624,1132.47998046875,24.7256481481481,5167.649727674457,-0.20971725309650394
SPX 5/16/25 C4200,4200,0.814237648040627,5158.2,0.06774150177574821,0.04548025,0.01846128,975.10009765625,968.2998046875,971.699951171875,0.489861145019531,0.466224784851074,0.43901611328125,1028.26000976562,1.0,1.0,54.0,0.48147202427870606,977.660991749705,958.2001953125,0.952843844890594,0.00722358178254767,-1.34495878097468,1.37921042548196,0.953504860401154,0.00757781323045492,-1.25194585323334,1.35183072090149,0.0266777481883764,920.919921875,930.002927865154,1120.31005859375,24.7256481481481,5167.649727674457,-0.20733346174122774
SPX 5/16/25 C4210,4210,0.8161763091073909,5158.2,0.06774150177574821,0.04548025,0.01846128,966.400146484375,957.2998046875,961.8499755859375,0.487462501525879,0.45566078186035197,0.41637641906738304,,,,,0.478780376160047,967.953852769476,948.2001953125,,,,,0.955265641212463,0.00751323439180851,-1.18973219394684,1.3101931810379,0.0268123019486666,910.919921875,920.032645118685,,24.7256481481481,5167.649727674457,-0.20495533933626026
