ticker,K,bid,ask,last_price,iv,volume,open_interest,delta,gamma,theta,vega,rho,T,xtype,thr_iv,thr_price,cp_flag,S,M,mid,r,q,intrinsic_value,d1,d2,bs_price,mid_diff,last_diff,thr_diff,bid_iv,ask_iv,mid_iv,last_iv,thr_iv_again,iv_bid,iv_ask,iv_mid,iv_last_price,iv_thr_price,plb
SPXW 1/31/25 P4425,4425,3.29999995231628,3.59999990463257,4.80000019073486,0.43206232486791,10.0,1023,-0.011570000089705,0.00218348375527637,-0.326242974758747,0.580003588747584,-0.000774140417616146,0.10665208016235424,Euro,0.42402522115831404,3.00434400208869,P,5974.07,1.3500723163841808,3.4499999284744254,0.04597907,0.01025257,0.0,2.232556877420979,2.0914555617047186,4.013706940440514,0.16339334018924379,-0.16381108730205438,0.33596783113055345,0.42042858012390677,0.42549865543810944,0.4230003618835277,0.44336917231212486,0.41512054335395765,0.42042858012390677,0.42549865543810944,0.4230003618835277,0.44336917231212486,0.41512054335395765,0.0
SPXW 1/31/25 P4450,4450,3.40000009536743,3.70000004768372,5.69999980926514,0.42669501773921503,,632,-0.0120040439069271,0.00228383717638463,-0.332933982567096,0.599124428038363,-0.000803290622191794,0.10665208016235424,Euro,0.41853816306055003,3.08330184135989,P,5974.07,1.3424876404494381,3.5500000715255746,0.04597907,0.01025257,0.0,2.2184461792219414,2.0790976988123546,4.126490580150374,0.1623916892984904,-0.2760542599592871,0.33833493847309687,0.415230288143823,0.42013842196418294,0.4177187993938347,0.4475830481896095,0.40972479113986066,0.415230288143823,0.42013842196418294,0.4177187993938347,0.4475830481896095,0.40972479113986066,0.0
SPXW 1/31/25 P4475,4475,3.5,3.90000009536743,10.6000003814697,0.422093969184704,,60,-0.0125915557146072,0.0024054673156645,-0.34331078839796,0.624227539333154,-0.000842032710224341,0.10665208016235424,Euro,0.413074633216528,3.1655069828753,P,5974.07,1.3349877094972067,3.700000047683715,0.04597907,0.01025257,0.0,2.200476196979972,2.062630309986542,4.296002023600664,0.16108161303675123,-0.5947168048115655,0.357129220324294,0.4099830585511687,0.41626593338450696,0.4131806498955428,0.4875290859258297,0.40435199235557523,0.4099830585511687,0.41626593338450696,0.4131806498955428,0.4875290859258297,0.40435199235557523,0.0
SPXW 1/31/25 P4500,4500,3.59999990463257,3.90000009536743,4.28999996185303,0.415821845000873,1.0,10312,-0.01292366348207,0.00249706570473284,-0.345950127976348,0.638368705191111,-0.000863612040302007,0.10665208016235424,Euro,0.40763514659738,3.25119505989712,P,5974.07,1.327571111111111,3.75,0.04597907,0.01025257,0.0,2.1905790704046226,2.05478151052452,4.351544114543444,0.16041176387825165,0.014345956465656983,0.33844449021805,0.4046895391404876,0.4092955275969406,0.40702291301640486,0.4149476528209035,0.39900264376343897,0.4046895391404876,0.4092955275969406,0.40702291301640486,0.4149476528209035,0.39900264376343897,0.0
SPXW 1/31/25 P4520,4520,3.59999990463257,4.09999990463257,6.17000007629395,0.411753581384742,,43,-0.0133500443771482,0.00259489035691417,-0.352619975838847,0.656887072095022,-0.000892405124634635,0.10665208016235424,Euro,0.403301089821223,3.32241663886526,P,5974.07,1.3216969026548673,3.84999990463257,0.04597907,0.01025257,0.0,2.177908972654062,2.0434400112558855,4.465654911960854,0.1599103954749422,-0.27623097945840247,0.3440984070817971,0.399184516530987,0.4066502509998205,0.40299709881532025,0.4324661537724374,0.3947402603668016,0.399184516530987,0.4066502509998205,0.40299709881532025,0.4324661537724374,0.3947402603668016,0.0
SPXW 1/31/25 P4525,4525,3.59999990463257,4.0,10.3000001907349,0.40954548237406796,,323,-0.0132623612880707,0.00259262211783995,-0.348507107725874,0.65279328555126,-0.000885706425171451,0.10665208016235424,Euro,0.402220022216286,3.34060958534573,P,5974.07,1.3202364640883977,3.799999952316285,0.04597907,0.01025257,0.0,2.1806621194093476,2.0469142708176,4.406666395665951,0.15964906604271753,-0.5721683190229594,0.31912044286668473,0.39781108302458495,0.4038168779676745,0.40086598422884095,0.46937508899934643,0.3936770495930037,0.39781108302458495,0.4038168779676745,0.40086598422884095,0.46937508899934643,0.3936770495930037,0.0
SPXW 1/31/25 P4530,4530,3.70000004768372,4.09999990463257,3.90000009536743,0.40965979100482497,,81,-0.0135714150965214,0.00264398462844955,-0.35570252179352,0.6659116032833,-0.000906477529792899,0.10665208016235424,Euro,0.40113993408914506,3.35896158337327,P,5974.07,1.3187792494481236,3.8999999761581448,0.04597907,0.01025257,0.0,2.171836224294364,2.0380510452128484,4.519411575339888,0.15882348794061268,0.15882345251945468,0.3454787925264761,0.39797553899118,0.40386317661144283,0.400968905628638,0.40096890738241003,0.3926147935304195,0.39797553899118,0.40386317661144283,0.400968905628638,0.40096890738241003,0.3926147935304195,0.0
SPXW 1/31/25 P4540,4540,3.70000004768372,4.0,5.46000003814697,0.406100331360157,2.0,98,-0.0135265067219734,0.00265955710051975,-0.351581336030178,0.664013608844725,-0.000903092920938307,0.10665208016235424,Euro,0.39898269507393996,3.39615086915329,P,5974.07,1.315874449339207,3.8500000238418597,0.04597907,0.01025257,0.0,2.173078132460619,2.0404553885422603,4.46357446636047,0.1593699840828398,-0.18249552469319577,0.31430393946936297,0.39522567535105996,0.3996532626214128,0.3974677859458025,0.4185796201047566,0.3904931440736316,0.39522567535105996,0.3996532626214128,0.3974677859458025,0.4185796201047566,0.3904931440736316,0.0
SPXW 1/31/25 P4550,4550,3.70000004768372,4.09999990463257,4.84999990463257,0.404038441110928,5.0,17519,-0.0137483617290854,0.00271091313881319,-0.354798234387173,0.673399216296988,-0.000917761553966211,0.10665208016235424,Euro,0.396829366722632,3.43400085082845,P,5974.07,1.3129824175824176,3.8999999761581448,0.04597907,0.01025257,0.0,2.1668179741994837,2.0348685947711154,4.519635043023186,0.15888078734693692,-0.06811646765061373,0.31614266837843896,0.39248024198464543,0.3983024837555862,0.39544030394645435,0.4082919660574112,0.3883753054689332,0.39248024198464543,0.3983024837555862,0.39544030394645435,0.4082919660574112,0.3883753054689332,0.0
SPXW 1/31/25 P4560,4560,3.79999995231628,4.09999990463257,4.19999980926514,0.401972337264069,,3122,-0.0139648700132966,0.00276326637294734,-0.358018987717623,0.682893904768404,-0.000932640019667725,0.10665208016235424,Euro,0.39467993705879,3.47252801014746,P,5974.07,1.3101030701754386,3.9499999284744254,0.04597907,0.01025257,0.0,2.160555115082328,2.0292804762050767,4.576118190832602,0.15851095536601623,0.08955199967813098,0.31780598384238196,0.39122362907480657,0.3955287892352435,0.3934029552169223,0.3969179670539678,0.3862612653691891,0.39122362907480657,0.3955287892352435,0.3934029552169223,0.3969179670539678,0.3862612653691891,0.0
SPXW 1/31/25 P4570,4570,3.79999995231628,4.30000019073486,12.6999998092651,0.40061314819933797,,68,-0.0143343973904848,0.00283428160814772,-0.364840628013463,0.698075690867096,-0.000956726160167539,0.10665208016235424,Euro,0.39253438811181196,3.51174894481504,P,5974.07,1.3072363238512035,4.05000007152557,0.04597907,0.01025257,0.0,2.1506971275100537,2.0198663675694797,4.688526284885768,0.1576607906378814,-0.6308246964330407,0.335097228920135,0.3884785572118724,0.3955010257551679,0.3920605471712163,0.4730232610143477,0.38415100554270903,0.3884785572118724,0.3955010257551679,0.3920605471712163,0.4730232610143477,0.38415100554270903,0.0
SPXW 1/31/25 P4575,4575,3.79999995231628,4.19999980926514,9.10000038146973,0.398487498015153,,102,-0.014246086589992,0.00283426320094403,-0.360944266675375,0.694367197205156,-0.000950558275616013,0.10665208016235424,Euro,0.391463061639839,3.53162479374679,P,5974.07,1.3058076502732239,3.9999998807907104,0.04597907,0.01025257,0.0,2.1530708802553686,2.022934307288474,4.632127151665387,0.15803182242838434,-0.4909750596167275,0.31161361191799936,0.3871076455838966,0.392753943926705,0.38997689917888434,0.4440559567404701,0.38309728591267117,0.3871076455838966,0.392753943926705,0.38997689917888434,0.4440559567404701,0.38309728591267117,0.0
SPXW 1/31/25 P4580,4580,3.90000009536743,4.19999980926514,6.0,0.39779934237823,2.0,122,-0.0144279506057501,0.00287034650646597,-0.364327551860004,0.701992877676935,-0.000962679127878721,0.10665208016235424,Euro,0.390392695868203,3.5516803577838,P,5974.07,1.3043820960698689,4.049999952316285,0.04597907,0.01025257,0.0,2.148162556550156,2.018250718905456,4.688139280508693,0.15756526807548282,-0.21864345324855114,0.319977815637111,0.3871803665679208,0.3913681092062661,0.3892995260186124,0.4131427376484812,0.38204450182339494,0.3871803665679208,0.3913681092062661,0.3892995260186124,0.4131427376484812,0.38204450182339494,0.0
SPXW 1/31/25 P4590,4590,3.90000009536743,4.40000009536743,11.0699996948242,0.39639867654947203,,19,-0.0147984335198998,0.00294322410490505,-0.371050917378721,0.717281855373202,-0.000987058449273981,0.10665208016235424,Euro,0.388254830246348,3.59233904717917,P,5974.07,1.3015403050108931,4.15000009536743,0.04597907,0.01025257,0.0,2.1384469783501445,2.008992564970282,4.800212462763497,0.1566776752901494,-0.56637645934102,0.33623591752365123,0.3844356927307176,0.39126926179205174,0.3879194415976666,0.4549894558816889,0.37994172408658283,0.3844356927307176,0.39126926179205174,0.3879194415976666,0.4549894558816889,0.37994172408658283,0.0
SPXW 1/31/25 P4600,4600,3.90000009536743,4.30000019073486,5.09999990463257,0.392908890764813,4.0,3772,-0.0147495269775391,0.00296335396383029,-0.367017554673504,0.715829683267208,-0.000984317734340609,0.10665208016235424,Euro,0.386120755096279,3.63374189704363,P,5974.07,1.2987108695652174,4.100000143051145,0.04597907,0.01025257,0.0,2.139335273358651,2.011020541310489,4.745273399179112,0.1573837155156211,-0.06955421805620884,0.30589170437223706,0.3816952754531065,0.38717272382985757,0.3844774719799412,0.3972108853381439,0.377842636248903,0.3816952754531065,0.38717272382985757,0.3844774719799412,0.3972108853381439,0.377842636248903,0.0
SPXW 1/31/25 P4610,4610,4.0,4.5,12.3000001907349,0.39213881668525097,,30,-0.0152607345953584,0.003055695142246,-0.377110775797526,0.736688982969999,-0.00101785813726212,0.10665208016235424,Euro,0.383990428225988,3.6759058691101,P,5974.07,1.2958937093275487,4.25,0.04597907,0.01025257,0.0,2.126327837224308,1.9982645931202951,4.9110234342292785,0.1555349257010067,-0.6007298082866246,0.33600358907400096,0.3803534596606474,0.3870054835036545,0.38374290563203783,0.4575196867557613,0.3757471962941629,0.3803534596606474,0.3870054835036545,0.38374290563203783,0.4575196867557613,0.3757471962941629,0.0
SPXW 1/31/25 P4620,4620,4.0,4.5,5.80000019073486,0.389331612485339,7.0,59,-0.0153632033616304,0.00309545555218304,-0.376585857102493,0.740932351975657,-0.00102438479530204,0.10665208016235424,Euro,0.381863801455803,3.71884799582919,P,5974.07,1.2930887445887445,4.25,0.04597907,0.01025257,0.0,2.123697122652324,1.9965506449111565,4.911032242342046,0.15553699819812838,-0.15327033088945155,0.32057891256914217,0.37761339700727975,0.3842272381016575,0.3809833472051631,0.39946367390811666,0.3736553563267024,0.37761339700727975,0.3842272381016575,0.3809833472051631,0.39946367390811666,0.3736553563267024,0.0
SPXW 1/31/25 P4625,4625,4.09999990463257,4.40000009536743,15.3000001907349,0.387936616801586,,2345,-0.0154161341488361,0.00311580179283409,-0.376359132610907,0.743130205661637,-0.00102777397624253,0.10665208016235424,Euro,0.380801858934884,3.74061620778099,P,5974.07,1.2916908108108107,4.25,0.04597907,0.01025257,0.0,2.1223395787228765,1.9956486735115664,4.911621953456404,0.15567575375444798,-0.6789789612923864,0.3130515617292046,0.37760492730142886,0.3815601400276382,0.3796051316243086,0.4721171361022293,0.3726107697827875,0.37760492730142886,0.3815601400276382,0.3796051316243086,0.4721171361022293,0.3726107697827875,0.0
SPXW 1/31/25 P4630,4630,4.09999990463257,4.59999990463257,5.55999994277954,0.387869853925095,10.0,46,-0.0157421212643385,0.0031728177662661,-0.383203862356477,0.756598494328863,-0.00104962226529105,0.10665208016235424,Euro,0.379740820702361,3.76258537490438,P,5974.07,1.2902958963282938,4.34999990463257,0.04597907,0.01025257,0.0,2.1141530091044647,1.9874839070663814,5.023851936674248,0.15490851650917356,-0.09642949849335114,0.3352127423293142,0.37623353977928253,0.38271090139519526,0.37953236212812425,0.3939815928207365,0.37156706265375383,0.37623353977928253,0.38271090139519526,0.37953236212812425,0.3939815928207365,0.37156706265375383,0.0
SPXW 1/31/25 P4640,4640,4.09999990463257,4.59999990463257,4.76999998092651,0.385064748124967,6.0,78,-0.0158369466662407,0.00321454441435665,-0.382666965354553,0.761004999113663,-0.00105644000337297,0.10665208016235424,Euro,0.37762142609377297,3.80713516561371,P,5974.07,1.2875150862068965,4.34999990463257,0.04597907,0.01025257,0.0,2.1114780662630466,1.9857250453001702,5.023982569748455,0.1549385471016036,0.053245825961746,0.31962285319559675,0.3734938470887788,0.3799337154386863,0.3767735353815935,0.38202008856581365,0.36948225589847317,0.3734938470887788,0.3799337154386863,0.3767735353815935,0.38202008856581365,0.36948225589847317,0.0
SPXW 1/31/25 P4650,4650,4.19999980926514,4.5,4.42000007629395,0.38226976511194005,1.0,1255,-0.0159583650529385,0.0032572231979045,-0.382158399892748,0.765511617920069,-0.00106342632348221,0.10665208016235424,Euro,0.37550555211748304,3.85251458721284,P,5974.07,1.2847462365591398,4.34999990463257,0.04597907,0.01025257,0.0,2.1087552569727177,1.9839150112226842,5.024628709255495,0.1550870849225705,0.13679380600113247,0.3042465110795697,0.37207748332190943,0.3759174079344042,0.3740187997621802,0.37490997938743764,0.36740087114368514,0.37207748332190943,0.3759174079344042,0.3740187997621802,0.37490997938743764,0.36740087114368514,0.0
SPXW 1/31/25 P4660,4660,4.19999980926514,4.5,7.19999980926514,0.379464721320304,,112,-0.0160663295537233,0.00330029977324913,-0.381569310307305,0.769943953696251,-0.00107029472892078,0.10665208016235424,Euro,0.373393127802373,3.89874091975812,P,5974.07,1.281989270386266,4.34999990463257,0.04597907,0.01025257,0.0,2.106088932127006,1.9821647472016755,5.0240629018609155,0.1549570142542983,-0.30221346736762056,0.2886372819491199,0.36933816645356204,0.37315563607728974,0.371268116276726,0.40189193778038723,0.3653228381130138,0.36933816645356204,0.37315563607728974,0.371268116276726,0.40189193778038723,0.3653228381130138,0.0
SPXW 1/31/25 P4670,4670,4.30000019073486,4.80000019073486,15.6000003814697,0.379213696712805,,18,-0.0167320594191551,0.00341930699910183,-0.394984119711521,0.797180061171354,-0.00111485102274681,0.10665208016235424,Euro,0.37128407693664,3.94583150769722,P,5974.07,1.2792441113490363,4.55000019073486,0.04597907,0.01025257,0.0,2.0900917613851835,1.9662495551475483,5.247667832572972,0.1533335412290244,-0.6636110445993091,0.32992699316639135,0.36788672886807433,0.3740337363581667,0.3710144218826832,0.45926072370458376,0.36324808138136844,0.36788672886807433,0.3740337363581667,0.3710144218826832,0.45926072370458376,0.36324808138136844,0.0
SPXW 1/31/25 P4675,4675,4.30000019073486,4.59999990463257,11.6999998092651,0.376550307293464,,1177,-0.0165125597268343,0.00340467747310256,-0.387721868897549,0.788194320188798,-0.00109975186875618,0.10665208016235424,Euro,0.37023079136009,3.96970633677669,P,5974.07,1.277875935828877,4.450000047683715,0.04597907,0.01025257,0.0,2.0953004974769405,1.9723280911031298,5.135773165848676,0.15410631703743796,-0.5610450214040419,0.293741332518517,0.3665167627071255,0.37024562399239636,0.36840138665277244,0.4329601222929832,0.36221190671064374,0.3665167627071255,0.37024562399239636,0.36840138665277244,0.4329601222929832,0.36221190671064374,0.0
SPXW 1/31/25 P4680,4680,4.30000019073486,4.80000019073486,6.75,0.37640749690056197,2.0,68,-0.0168563239276409,0.00346510953154785,-0.394392770681572,0.801880309229828,-0.00112220468824146,0.10665208016235424,Euro,0.36917831832288994,3.99380376662153,P,5974.07,1.2765106837606837,4.55000019073486,0.04597907,0.01025257,0.0,2.087352939250824,1.964427171366825,5.247581107721018,0.15331448082280053,-0.22258057663392325,0.3139306321402199,0.3651477845147829,0.37125858767425124,0.36825701868958727,0.3918450136588705,0.3611765206263637,0.3651477845147829,0.37125858767425124,0.36825701868958727,0.3918450136588705,0.3611765206263637,0.0
SPXW 1/31/25 P4690,4690,4.40000009536743,4.69999980926514,11.8999996185303,0.37360566826116803,,196,-0.0169503428041935,0.00351180260692124,-0.393799057442437,0.806636502040502,-0.00112965591133194,0.10665208016235424,Euro,0.36707576607195,4.04267519359373,P,5974.07,1.2737889125799573,4.549999952316285,0.04597907,0.01025257,0.0,2.0845943155562474,1.9625835585044262,5.247529202629465,0.15330313354356992,-0.5590311453070822,0.2980338393114094,0.3636625880436382,0.36730605100258445,0.3655035561089958,0.42965011699264555,0.3591080709157497,0.3636625880436382,0.36730605100258445,0.3655035561089958,0.42965011699264555,0.3591080709157497,0.0
SPXW 1/31/25 P4700,4700,4.40000009536743,4.69999980926514,7.40000009536743,0.37078784340492704,,2476,-0.0170785952359438,0.00355877885476985,-0.393088851580686,0.811261387235495,-0.00113689350185007,0.10665208016235424,Euro,0.364976329936661,4.09246338149619,P,5974.07,1.2710787234042553,4.549999952316285,0.04597907,0.01025257,0.0,2.081923048532146,1.9608325262978252,5.2456690282370175,0.15289430400248372,-0.29112581613060695,0.28178765189567073,0.3609240041415076,0.36454577928440585,0.3627540001872708,0.3920205125148133,0.35704264303427324,0.3609240041415076,0.36454577928440585,0.3627540001872708,0.3920205125148133,0.35704264303427324,0.0
SPXW 1/31/25 P4710,4710,4.5,4.80000019073486,12.0,0.369224696350424,,122,-0.0174836572259665,0.00364617730208898,-0.399452856063802,0.827680727067597,-0.00116380311222111,0.10665208016235424,Euro,0.362879915687067,4.14318603788426,P,5974.07,1.2683800424628449,4.65000009536743,0.04597907,0.01025257,0.0,2.0725990346320797,1.952018999180229,5.358659531521269,0.15239987561717305,-0.5534450390398943,0.29336686369451487,0.359406290612078,0.36295670629369325,0.36119977634600886,0.42409126294092714,0.35498014385086185,0.359406290612078,0.36295670629369325,0.36119977634600886,0.42409126294092714,0.35498014385086185,0.0
SPXW 1/31/25 P4720,4720,4.5,4.80000019073486,12.6000003814697,0.366431910465738,,83,-0.0176091436296701,0.00369626538580988,-0.398858798680381,0.832704189215364,-0.00117173304671151,0.10665208016235424,Euro,0.360786425528065,4.19486100884749,P,5974.07,1.2656927966101694,4.65000009536743,0.04597907,0.01025257,0.0,2.0697568229919936,1.95008884522294,5.359029856651972,0.15247951542859414,-0.5746801829837025,0.2775226271738451,0.3566680464808166,0.3601971330585441,0.35845074454536036,0.42489790271610295,0.35292047672835736,0.3566680464808166,0.3601971330585441,0.35845074454536036,0.42489790271610295,0.35292047672835736,0.0
SPXW 1/31/25 P4725,4725,4.5,4.80000019073486,9.1899995803833,0.36503547819433,,222,-0.0176825076341629,0.00372163118878261,-0.398551580051596,0.835223540064526,-0.00117571278796098,0.10665208016235424,Euro,0.359740745559331,4.22106123419473,P,5974.07,1.264353439153439,4.65000009536743,0.04597907,0.01025257,0.0,2.0683363649132214,1.9491244288295069,5.35907935745341,0.15249016076201843,-0.41685749704572983,0.2696047415847984,0.3553003450841635,0.3588187712633241,0.3570776514215053,0.3994345967229313,0.3518916741418145,0.3553003450841635,0.3588187712633241,0.3570776514215053,0.3994345967229313,0.3518916741418145,0.0
SPXW 1/31/25 P4730,4730,4.59999990463257,4.90000009536743,5.09999990463257,0.364825161705187,16.0,86,-0.0180047117173672,0.00378602293219426,-0.405067314034666,0.849185052798992,-0.00119887964019583,0.10665208016235424,Euro,0.358695758560675,4.24750630842601,P,5974.07,1.2630169133192388,4.75,0.04597907,0.01025257,0.0,2.0605829690533244,1.941439717350605,5.470764165319224,0.1517398242777314,0.07269887600387429,0.28799435905876614,0.35511896694109296,0.3585795111409201,0.3568666175975385,0.3608124293045009,0.35086354197331243,0.35511896694109296,0.3585795111409201,0.3568666175975385,0.3608124293045009,0.35086354197331243,0.0
SPXW 1/31/25 P4740,4740,4.59999990463257,5.09999990463257,7.32000017166138,0.363201037733736,4.0,69,-0.0184318814426661,0.00387745934024954,-0.411262957661212,0.86582206722947,-0.00122639853322409,0.10665208016235424,Euro,0.356607811287762,4.301140154145,P,5974.07,1.2603523206751055,4.84999990463257,0.04597907,0.01025257,0.0,2.0514604150523343,1.9328475637480487,5.583279463154668,0.15119166452388824,-0.23725692182771332,0.29809289236345216,0.3523810335278176,0.35804002440052934,0.3552568044881111,0.37967590241438803,0.34880923733316305,0.3523810335278176,0.35804002440052934,0.3552568044881111,0.37967590241438803,0.34880923733316305,0.0
SPXW 1/31/25 P4750,4750,4.69999980926514,5.0,4.88000011444092,0.360394478037157,402.0,2972,-0.0185624584555626,0.00393119638859215,-0.410565284200682,0.871038167737063,-0.00123470716188062,0.10665208016235424,Euro,0.35452247816497295,4.35578100927093,P,5974.07,1.257698947368421,4.84999990463257,0.04597907,0.01025257,0.0,2.048609862323507,1.9309135669025528,5.582608308202069,0.15105328205671378,0.14397708550907357,0.2816549538004632,0.3508016607212144,0.35417533284328984,0.3525050306607005,0.3528416822036196,0.34675745853355017,0.3508016607212144,0.35417533284328984,0.3525050306607005,0.3528416822036196,0.34675745853355017,0.0
